,Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website,Class Units
246,FAS_293,FAS,Journalism,Journalism,Undergraduate,Bachelor,JOUR,421,Advanced Video Journalism,"Workshop course, practical out-of-class assignments",,Course-integrated,,3.5
247,FAS_294,FAS,Journalism,Journalism,Undergraduate,Bachelor,JOUR,432,Documentary Video and Radio,"Workshop course, practical out-of-class assignments",,Course-integrated,,3.5
248,FAS_295,FAS,Journalism,Journalism,Undergraduate,Bachelor,JOUR,443,The Digital Magazine,Capstone course,Capstone project course,Course-integrated,,3.5
249,FAS_296,FAS,Journalism,Journalism,Undergraduate,Bachelor,JOUR,445,Advanced Photojournalism,"Workshop course, practical out-of-class assignments",Workshop course,Course-integrated,,3.0
250,FAS_297,FAS,Journalism,Journalism,Undergraduate,Bachelor,JOUR,450,Journalism Practicum,Practicum at a recognized media outlet,,Course-integrated,,3.0
251,FAS_298,FAS,Journalism,Journalism,Graduate,Certificate,JOUR,502,Introduction to Reporting,"Lecture/laboratory course, students receive assignments both in class and in the field",Courses,Course-integrated,,3.0
252,FAS_299,FAS,Journalism,Digital Innovation in Journalism Studies / Visual Journalism,Graduate,Master / Certificate,JOUR,503,Introduction to Visual Journalism,Workshop course,,Course-integrated,,3.0
253,FAS_3,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,AHSC,322,Fundamentals of Child‑ and Youth‑Care Work,Simulations,Courses,Course-integrated,,3.0
254,FAS_30,FAS,Applied Human Sciences,Human Systems Intervention,Graduate,Master,AHSC,691,Practicum B,Practicum,,Course-integrated,,3.75
255,FAS_300,FAS,Journalism,Journalism,Graduate,Certificate,JOUR,504,Intermediate Reporting,"Workshop course, practical out-of-class assignments",Courses,Course-integrated,,3.75
256,FAS_301,FAS,Journalism,Journalism,Graduate,Certificate,JOUR,505,Advanced Reporting,"Workshop course, practical out-of-class assignments",Courses,Course-integrated,,3.5
257,FAS_302,FAS,Journalism,Visual Journalism,Graduate,Certificate,JOUR,507,Basics of Digital Imaging,"Workshop course, practical out-of-class assignments",,Course-integrated,,3.5
258,FAS_303,FAS,Journalism,Visual Journalism,Graduate,Certificate,JOUR,521,Visual Story-Telling,"Workshop course, practical out-of-class assignments",Courses,Course-integrated,,6.0
259,FAS_304,FAS,Journalism,Visual Journalism,Graduate,Certificate,JOUR,523,News and Feature Photography,"Workshop course, practical out-of-class assignments",,Course-integrated,,3.0
260,FAS_305,FAS,Journalism,Visual Journalism,Graduate,Certificate,JOUR,527,Elements of Lighting for Visual Journalism,"Workshop course, practical out-of-class assignments",,Course-integrated,,3.0
261,FAS_306,FAS,Journalism,Journalism,Graduate,Certificate,JOUR,528,The Digital Magazine,Course replicates the working conditions and journalistic experience of a digital newsroom,,Course-integrated,,3.5
262,FAS_307,FAS,Journalism,Journalism,Graduate,Certificate,JOUR,530,Advanced Radio News,Course replicates the working conditions and journalistic experience of a digital newsroom,,Course-integrated,,3.5
263,FAS_308,FAS,Journalism,Visual Journalism,Graduate,Certificate,JOUR,531,Visual Journalism Photo Editing,"Workshop course, practical out-of-class assignments",Courses,Course-integrated,,3.5
264,FAS_309,FAS,Journalism,Visual Journalism,Graduate,Certificate,JOUR,532,Documentary Video and Radio,"Workshop course, practical out-of-class assignments",Courses,Course-integrated,,3.5
265,FAS_31,FAS,Biology,Any program,Undergraduate,Bachelor,BIOL,201,Introductory Biology,Laboratory,Courses,Course-integrated,,3.0
266,FAS_310,FAS,Journalism,Visual Journalism,Graduate,Certificate,JOUR,535,Documentary and Photographic Series,"Workshop course, practical out-of-class assignments",Courses,Course-integrated,,3.0
267,FAS_311,FAS,Journalism,Visual Journalism,Graduate,Certificate,JOUR,537,Visual Journalism Portfolio,"Workshop course, practical out-of-class assignments",Courses,Course-integrated,,3.0
268,FAS_312,FAS,Journalism,Digital Innovation in Journalism Studies / Journalism / Visual Journalism,Graduate,Master / Certificate,JOUR,605,Digital Innovation in Journalism,"Real-world project/assignment, Case studies",Workshop course,Course-integrated,,3.0
269,FAS_313,FAS,Journalism,Digital Innovation in Journalism Studies,Graduate,Master,JOUR,630,Mediating Diversity through Audio Story-telling,"Workshop course, practical out-of-class assignments",Courses,Course-integrated,,3.0
270,FAS_314,FAS,Loyola College for Diversity and Sustainability,Minor in Sustainability Studies,Undergraduate,Bachelor,LOYC,205,Introduction to Sustainability Studies (also listed as BIOL 205),Optional hands-on applied project.,Course-integrated projects,Course-integrated,,3.0
271,FAS_315,FAS,Loyola College for Diversity and Sustainability,Minor in Sustainability Studies,Undergraduate,Bachelor,LOYC,240,Global Environmental Issues and Ecological Justice (also listed as POLI 208),Groupwork simulation of the international climate change negotiations through the United Nations Framework Convention on Climate Change (UNFCCC).  Groups must come to an agreement for further reducing fossil fuel emissions following the success of the Paris Climate Accords in 2015.,,Course-integrated,,3.0
272,FAS_316,FAS,Loyola College for Diversity and Sustainability,Any program,Undergraduate,Bachelor,LOYC,298-01,Ecocide and Dystopias,Film production and exhibition,Artistic performances & exhibits,Course-integrated,,3.0
273,FAS_317,FAS,Loyola College for Diversity and Sustainability,Any program,Undergraduate,Bachelor,LOYC,320,Biodiversity on Earth,Fieldwork on biodiversity in the neighbourhood,Labs / Clinics,Course-integrated,,3.0
274,FAS_318,FAS,Mathematics and Statistics,"Actuarial Mathematics /
Actuarial Mathematics and Finance",Undergraduate,Bachelor,ACTU,286,Actuarial Mathematics Lab I,Lab,Courses,Course-integrated,,3.0
275,FAS_319,FAS,Mathematics and Statistics,"Actuarial Mathematics /
Actuarial Mathematics and Finance",Undergraduate,Bachelor,ACTU,386,Actuarial Mathematics Lab II,Lab,Courses,Course-integrated,,3.0
276,FAS_320,FAS,Mathematics and Statistics,"Actuarial Mathematics /
Actuarial Mathematics and Finance",Undergraduate,Bachelor,ACTU,486,Actuarial Mathematics Lab III,"Lab, workshop",Courses,Course-integrated,,3.0
277,FAS_321,FAS,Mathematics and Statistics,Any program,Undergraduate,Bachelor,MAST,232,Mathematics with Computer Algebra,"Interactive, in the computer laboratory",Courses,Course-integrated,,3.0
278,FAS_322,FAS,Mathematics and Statistics,Mathematics and Statistics and Computer Applications,Undergraduate,Bachelor,MAST,324,Introduction to Optimization,Use of computing software,Courses,Course-integrated,,3.0
279,FAS_323,FAS,Mathematics and Statistics,Statistics / Mathematics and Statistics and Computer Applications,Undergraduate,Bachelor,MAST,333,Applied Statistics,Use of statistical software,Courses,Course-integrated,,3.0
280,FAS_324,FAS,Mathematics and Statistics,Mathematics,Graduate,Master,MAST,677,Time Series,Computer analysis of time series using computer packages,Courses,Course-integrated,,3.0
281,FAS_325,FAS,Mathematics and Statistics,Any program,Undergraduate,Bachelor,MATH,387,Mathematics Lab III,Lab,Courses,Course-integrated,,3.0
282,FAS_326,FAS,Mathematics and Statistics,Actuarial Mathematics and Finance / Statistics,Undergraduate,Bachelor,STAT,287,Statistics Lab I,Lab,Courses,Course-integrated,,3.0
283,FAS_327,FAS,Mathematics and Statistics,Actuarial Mathematics / Statistics,Undergraduate,Bachelor,STAT,388,Statistics Lab II,Lab,Courses,Course-integrated,,3.0
284,FAS_328,FAS,Mathematics and Statistics,Mathematical and Computational Finance / Statistics,Undergraduate,Bachelor,STAT,461,Statistical Simulation,Simulations,Courses,Course-integrated,,3.0
285,FAS_329,FAS,Physics,Physics,Undergraduate,Bachelor,PHYS,224,Introductory Experimental Mechanics,"Experiment, lab",Courses,Course-integrated,,3.0
286,FAS_33,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,227,Laboratory Studies in Biodiversity,Laboratory,Courses,Course-integrated,,3.0
287,FAS_330,FAS,Physics,Physics,Undergraduate,Bachelor,PHYS,225,Introductory Experimental Electricity,"Experiment, lab",Courses,Course-integrated,,3.0
288,FAS_331,FAS,Physics,Physics,Undergraduate,Bachelor,PHYS,226,Introductory Experimental Waves and Modern Physics,"Experiment, lab",Courses,Course-integrated,,3.0
289,FAS_337,FAS,Physics,Physics,Undergraduate,Bachelor,PHYS,295,Experimental Electronics I,"Experiments, practical laboratory course",,Course-integrated,,3.0
290,FAS_340,FAS,Physics,Physics,Undergraduate,Bachelor,PHYS,390,Electronics,"Experiment, lab",Courses,Course-integrated,,6.0
291,FAS_348,FAS,Physics,Physics,Graduate,Master,PHYS,637,Condensed Matter Physics II,includes Individual project,Courses,Course-integrated,,6.0
292,FAS_349,FAS,Physics,Physics,Graduate,Master,PHYS,660,Chemical Aspects of Biophysics,includes Individual project,Courses,Course-integrated,,3.0
293,FAS_350,FAS,Physics,Physics,Graduate,Master,PHYS,663,Quantitative Human Systems Physiology,includes Individual project,Courses,Course-integrated,,3.0
294,FAS_351,FAS,Physics,Physics,Graduate,Master,PHYS,665,Principles of Medical Imaging,includes Individual project,Courses,Course-integrated,,3.0
295,FAS_352,FAS,Political science,Political science,Undergraduate,Bachelor,POLI,419,Strategic Studies,Simulations,Course,Course-integrated,,3.0
296,FAS_353,FAS,Psychology,Psychology,Undergraduate,Bachelor,PSYC,311,Research Methods and Designs II,"Experiment, Laboratory",Courses,Course-integrated,,3.0
297,FAS_354,FAS,Psychology,Psychology,Undergraduate,Bachelor,PSYC,315,Statistical Analysis I,Laboratory,Courses,Course-integrated,,3.0
298,FAS_355,FAS,Psychology,Psychology,Undergraduate,Bachelor,PSYC,316,Statistical Analysis II,Laboratory,Courses,Course-integrated,,3.0
299,FAS_356,FAS,Psychology,Clinical Psychology,Graduate,Master,PSYC,705,APC Practicum I,"Case supervision, observe and/or assist with clients in therapy, case conferences at the Applied Psychology Centre",Practica,Course-integrated,,3.0
300,FAS_357,FAS,Psychology,Clinical Psychology,Graduate,Master,PSYC,706,Assessment Practicum I,Administer intellectual tests under supervision,Practica,Course-integrated,,3.0
301,FAS_358,FAS,Psychology,Clinical Psychology,Graduate,Master,PSYC,707,Assessment Practicum II,Administer intellectual tests under supervision,Practica,Course-integrated,,3.0
302,FAS_359,FAS,Psychology,Clinical Psychology,Graduate,Master,PSYC,708,APC Practicum II: General,Assessment and treatment of selected clients of the Applied Psychology Centre under faculty supervision,Practica,Course-integrated,,3.0
303,FAS_36,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,322,Biostatistics,Laboratory,Courses,Course-integrated,,3.0
304,FAS_360,FAS,Psychology,Clinical Psychology,Graduate,Master,PSYC,709,APC Practicum II: Adult,Assessment and treatment of selected adult clients of the Applied Psychology Centre under faculty supervision,Practica,Course-integrated,,3.0
305,FAS_361,FAS,Psychology,Clinical Psychology,Graduate,Master,PSYC,710,APC Practicum II: Child,Assessment and treatment of selected child clients of the Applied Psychology Centre under faculty supervision,Practica,Course-integrated,,3.0
306,FAS_362,FAS,Psychology,Clinical Psychology,Graduate,Master,PSYC,711,Extramural Practicum I: General,4-month extramural practicum done under qualified supervisors,Practica,Course-integrated,,3.0
307,FAS_363,FAS,Psychology,Clinical Psychology,Graduate,Master,PSYC,712,Extramural Practicum I: Adult,"4-month extramural practicum with adult clients, done under qualified supervisors",Practica,Course-integrated,,3.0
308,FAS_364,FAS,Psychology,Clinical Psychology,Graduate,Master,PSYC,713,Extramural Practicum I: Child,"4-month extramural practicum with child clients, done under qualified supervisors",Practica,Course-integrated,,3.0
309,FAS_365,FAS,Psychology,Clinical Psychology,Graduate,PhD,PSYC,823,APC Practicum III: General,"Practicum, clinical experience and supervision",,Course-integrated,,3.0
310,FAS_366,FAS,Psychology,Clinical Psychology,Graduate,PhD,PSYC,824,APC Practicum III: Adult,"Practicum, clinical experience and supervision",,Course-integrated,,3.0
311,FAS_367,FAS,Psychology,Clinical Psychology,Graduate,PhD,PSYC,825,APC Practicum III: Child,"Practicum, clinical experience and supervision",,Course-integrated,,3.0
312,FAS_368,FAS,Psychology,Clinical Psychology,Graduate,PhD,PSYC,826,APC Practicum IV: General,Specialised practicum for advanced students involving clinical experience under supervision,Practica,Course-integrated,,3.0
313,FAS_369,FAS,Psychology,Clinical Psychology,Graduate,PhD,PSYC,827,APC Practicum IV: Adult,Specialised practicum for advanced students involving clinical experience with adult clients under supervision,,Course-integrated,,3.0
314,FAS_37,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,330,Vertebrate Biology,Laboratory,Courses,Course-integrated,,3.0
315,FAS_370,FAS,Psychology,Clinical Psychology,Graduate,PhD,PSYC,828,APC Practicum IV: Child,Specialised practicum for advanced students involving clinical experience with child clients under supervision,,Course-integrated,,3.0
316,FAS_371,FAS,Psychology,Clinical Psychology,Graduate,PhD,PSYC,838,Extramural Practicum II: General,Practicum,,Course-integrated,,3.0
317,FAS_372,FAS,Psychology,Clinical Psychology,Graduate,PhD,PSYC,839,Extramural Practicum II: Adult,Practicum,,Course-integrated,,3.0
318,FAS_373,FAS,Psychology,Clinical Psychology,Graduate,PhD,PSYC,840,Extramural Practicum II: Child,Practicum,,Course-integrated,,6.0
319,FAS_374,FAS,Psychology,Clinical Psychology,Graduate,PhD,PSYC,841,Extramural Practicum III: General,Practicum,,Course-integrated,,6.0
320,FAS_375,FAS,Psychology,Clinical Psychology,Graduate,PhD,PSYC,842,Extramural Practicum III: Adult,Practicum,,Course-integrated,,6.0
321,FAS_376,FAS,Psychology,Clinical Psychology,Graduate,PhD,PSYC,843,Extramural Practicum III: Child,Practicum,,Course-integrated,,9.0
322,FAS_377,FAS,Psychology,Psychology,Graduate,PhD,PSYC,850,Practicum in Experimental Techniques,Practicum,,Course-integrated,,6.0
323,FAS_378,FAS,Psychology,Psychology,Graduate,PhD,PSYC,851,Teaching of Laboratory Techniques,Practicum,,Course-integrated,,6.0
324,FAS_379,FAS,Communication Studies,Media Studies,Graduate,Master,COMS,684,Media Research Laboratory,Research-creation Laboratory,Courses,Course-integrated,,3.0
325,FAS_38,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,337,Invertebrate Biology,Laboratory,Courses,Course-integrated,,3.0
326,FAS_380,FAS,School of Community and Public Affairs,Community / Public Affairs and Policy Studies,Undergraduate,Bachelor,SCPA,301,Social Debates and Issues in Public Affairs and Public Policy,"Case studies, public panel discussion",Courses,Course-integrated,,3.0
327,FAS_381,FAS,School of Community and Public Affairs,Community / Public Affairs and Policy Studies,Undergraduate,Bachelor,SCPA,352,Community and Local Activism,Local and community activism,Courses,Course-integrated,,3.0
328,FAS_382,FAS,School of Community and Public Affairs,Community / Public Affairs and Policy Studies,Undergraduate,Bachelor,SCPA,412,Senior Research Seminar,"Simulation, real-life interaction, one-day event at the end of term",Courses,Course-integrated,,3.0
329,FAS_383,FAS,School of Community and Public Affairs,Diplôme en développement économique communautaire,Graduate,Bachelor,SCPA,509,Financing CED Initiatives: Part II,"Case study approach,  on site visits, interviews",Courses,Course-integrated,,3.0
330,FAS_384,FAS,School of Community and Public Affairs,Diplôme en développement économique communautaire,Graduate,Bachelor,SCPA,509,Le financement des initiatives de DÉC. Partie II,"Visite de sites, entrevues",Courses,Course-integrated,,6.0
331,FAS_385,FAS,School of Community and Public Affairs,Community Economic Development,Graduate,Bachelor,SCPA,516,Housing and Land Use from a CED Perspective: Part II,"Examine, evaluate existing housing projects, on site visits, interviews",Courses,Course-integrated,,3.0
332,FAS_386,FAS,School of Community and Public Affairs,Diplôme en développement économique communautaire,Graduate,Bachelor,SCPA,516,Logement et aménagement du territoire dans une perspective de DÉC. Partie II,"Visite de sites, entrevues",Courses,Course-integrated,,3.0
333,FAS_387,FAS,School of Community and Public Affairs,Community Economic Development,Graduate,Bachelor,SCPA,537,Aboriginal CED: Part II,On site visits,Courses,Course-integrated,,3.0
334,FAS_388,FAS,School of Community and Public Affairs,Diplôme en développement économique communautaire,Graduate,Bachelor,SCPA,537,Le DÉC en milieu autochtone. Partie II,Visite de sites,Courses,Course-integrated,,3.0
335,FAS_389,FAS,Science College,Multidisciplinary Studies in Science,Undergraduate,Bachelor,SCOL,290,Directed and Independent Study I,"Practical laboratory project (one semester in length) intended to give students an introduction to the way a research group operates, as well as the factors that go into the design and execution of a research project.",Courses,Course-integrated,,3.0
336,FAS_39,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,340,Plant Biology,Laboratory,Courses,Course-integrated,,3.0
337,FAS_390,FAS,Science College,Multidisciplinary Studies in Science,Undergraduate,Bachelor,SCOL,391,Directed and Independent Study II,"Practical laboratory project (two semesters in length) to be carried out after the completion of SCOL 290, and in a field different from the SCOL 290 project",Courses,Course-integrated,,3.0
338,FAS_391,FAS,Science College,Multidisciplinary Studies in Science,Undergraduate,Bachelor,SCOL,490,Directed and Independent Study III,"Practical laboratory project (two semesters in length) to be carried out after the completion of SCOL 290 and SCOL 391, and in a field different from the SCOL 290 and 391 projects",Courses,Course-integrated,,3.0
339,FAS_392,FAS,Simone de Beauvoir Institute,Women’s Studies,Undergraduate,Bachelor,WSDB,292,Feminism and Research Methods,"Practical, hands-on exercises",Real-world project/assignment;Laboratory/Clinics,Course-integrated;Research-based,,3.0
340,FAS_393,FAS,Simone de Beauvoir Institute,Women’s Studies,Undergraduate,Bachelor,WSDB,394,Tutorial in Women’s Studies,"Tutorial on topic not covered under normal curriculum, independent research ability required",Courses,Course-integrated,,3.0
341,FAS_394,FAS,Simone de Beauvoir Institute,Women’s Studies,Undergraduate,Bachelor,WSDB,494,Advanced Tutorial in Women’s Studies,"Tutorial on topic not covered under normal curriculum, independent research ability required",Courses,Course-integrated,,3.0
342,FAS_395,FAS,Sociology and Anthropology,Anthropology / Anthropology and Sociology,Undergraduate,Bachelor,ANTH,315,Field Research,"Field, practice",Courses,Course-integrated,,3.0
343,FAS_396,FAS,Sociology and Anthropology,Sociology,Undergraduate,Bachelor,SOCI,415,Field Research,"Field, practice",Courses,Course-integrated,,3.0
344,FAS_397,FAS,Theological Studies,Any program,Undergraduate,Bachelor,THEO,234,"Pilgrim Bodies, Sacred Journeys",Individual and group fieldwork,Courses,Course-integrated,,3.0
345,FAS_398,FAS,Theological Studies,Any program,Undergraduate,Bachelor,THEO,243,Indigenous Spirituality,Group fieldwork,Courses,Course-integrated,,3.0
346,FAS_399,FAS,Theological Studies,Pastoral Care,Undergraduate,Bachelor,THEO,404,Practicum in Pastoral  Care,Internship and field exploration focused on an area in pastoral care,Practica,Course-integrated,,3.0
347,FAS_4,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,AHSC,332,Organization Development 1,Learn the phases and skills of OD consulting by participating in several workplace simulations,Courses,Course-integrated,,3.0
348,FAS_40,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,351,Basic Population Ecology,Computer lab,Courses,Course-integrated,,6.0
349,FAS_400,FAS,Theological Studies,Theological Studies,Graduate,Master,THEO,692,Applied Project in Theology,Practicum,,Course-integrated,,3.0
350,FAS_401,FAS,Applied Human Sciences,Leisure Sciences,Undergraduate,Bachelor,AHSC,437,Internships in Leisure Sciences,"Opportunity to design, implement, and evaluate programs; to facilitate groups in a variety of settings; and to establish working relationships with field personnel",Internships,Work-integrated,https://www.concordia.ca/artsci/applied-human-sciences/student-life/undergraduate-fieldwork-and-internships.html,3.0
351,FAS_402,FAS,Applied Human Sciences,Therapeutic Recreation,Undergraduate,Bachelor,AHSC,438,Internship in Therapeutic Recreation,"Opportunity to design, implement, and evaluate programs, to facilitate groups in a variety of settings, and to establish working relationships with field personnel",Internships,Work-integrated,,15.0
352,FAS_403,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,AHSC,439,Internship in Human Relations,"Opportunity to design, implement, and evaluate small group leadership in several settings, and to negotiate working relationships with site personnel",Internships,Work-integrated,,3.0
353,FAS_404,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,AHSC,436,Internship in Youth and Family Work,"360-hour internship, supervised placement implementing family life education programs in such settings as community organizations, education, and health care",Internships,Work-integrated,,3.0
354,FAS_405,FAS,Applied Human Sciences,Youth Work,Graduate,Certificate,AHSC,533,Internship I in Youth Work,"Entry-level internship designed to provide  a first field experience that promotes integration into a clinical or normative youth work setting. A major focus is on participatory observation. One day per week, for a total of 100 hours in settings such as schools, community organizations, hospitals, or rehabilitation centres.",,Work-integrated,,3.0
355,FAS_406,FAS,Applied Human Sciences,Youth Work,Graduate,Certificate,AHSC,537,Internship II in Youth Work,Any programs,Internships,Work-integrated,,3.0
356,FAS_407,FAS,Applied Human Sciences,Youth Work,Graduate,Certificate,AHSC,538,Extended Internship in Youth Work,"320-hour internship, full-time supervised experience in either a clinical or a normative youth work setting, additional hours to assist the student in building his/her application for licensing",,Work-integrated,,3.0
357,FAS_408,FAS,Applied Human Sciences,Youth Work,Graduate,Certificate,AHSC,538,Extended Internship in Youth Work,320-hour internship. Full-time supervised experience in either a clinical or a normative youth work setting and requires additional hours to assist the student in building his/her application for licensing. The student fully assumes all the duties and responsibilities of a youth worker in the same site selected for the first internship. Work is supervised and evaluated by an on-site field supervisor.,,Work-integrated,,3.0
358,FAS_409,FAS,Applied Human Sciences,Any program,Undergraduate,Bachelor,PERFORM,Centre,PERFORM Centre observation,Observation,Internships,Work-integrated,,3.0
359,FAS_43,FAS,Biology,Biochemistry/Biology/Cell Mol Biol/SIB,Undergraduate,Bachelor,BIOL,368,Genetics and Cell Biology Laboratory,Laboratory,Courses,Course-integrated,,6.0
360,FAS_44,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,382,Comparative Animal Physiology,Laboratory,Courses,Course-integrated,,3.0
361,FAS_45,FAS,Biology,Biology/Ecology/ESS,Undergraduate,Bachelor,BIOL,450,Techniques in Ecology,Laboratory,Courses,Course-integrated,,6.0
362,FAS_46,FAS,Biology,Biology/Ecology/ESS,Undergraduate,Bachelor,BIOL,451,Field Ecology,2 weeks of fieldwork in a research station,Courses,Course-integrated,,3.0
363,FAS_49,FAS,Biology,Biochemistry/Biology/Cell Mol Biol/SIB,Undergraduate,Bachelor,BIOL,466,Advanced Techniques in Molecular Biology,Laboratory,Courses,Course-integrated,,9.0
364,FAS_492,FAS,Applied Human Sciences,Human Systems Intervention,Graduate,Master,AHSC,698,Master’s Project,"Contracting with the client, gathering and analyzing data, implementing relevant intervention activities, and evaluating the intervention as well as their role",Major research projects,Research-based,,12.0
366,FAS_5,FAS,Applied Human Sciences,Leisure Sciences / Therapeutic Recreation,Undergraduate,Bachelor,AHSC,360,"Play, Adult Learning and Development",Design and implement play based simulations appropriate for various levels according to life stage development. Moot programs in class with peer groups,Courses,Course-integrated,,3.0
367,FAS_50,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS/SIB,Undergraduate,Bachelor,BIOL,486,High-throughput Instrumentation,Real-world project/assignment,Courses,Course-integrated,,6.0
368,FAS_51,FAS,Biology,Biotechnology and Genomics,Graduate,Certificate,BIOL,515,Biotechnology and Genomics Laboratory,Laboratory,Courses,Course-integrated,,3.0
369,FAS_52,FAS,Biology,Biotechnology and Genomics,Graduate,Certificate,BIOL,524,High-throughput Instrumentation,Real-world project/assignment,Courses,Course-integrated,,3.0
370,FAS_53,FAS,Biology,Biology,Graduate,Master,BIOL,622,Advanced Techniques in Ecology,Laboratory,Courses,Course-integrated,,3.0
371,FAS_55,FAS,Biology,Biology,Graduate,Master,BIOL,670,Scientific Communication,Workshops,Courses,Course-integrated,,3.0
372,FAS_56,FAS,Biology,Biology,Graduate,Master,BIOL,689,Advanced Techniques in Molecular Biology,Laboratory,Courses,Course-integrated,,3.0
373,FAS_57,FAS,Chemistry and Biochemistry,Any program,Undergraduate,Bachelor,CHEM,205,General Chemistry I,Laboratory,Courses,Course-integrated,,6.0
374,FAS_58,FAS,Chemistry and Biochemistry,Any program,Undergraduate,Bachelor,CHEM,206,General Chemistry II,Laboratory,Courses,Course-integrated,,6.0
375,FAS_59,FAS,Chemistry and Biochemistry,Any program,Undergraduate,Bachelor,CHEM,212,Analytical Chemistry for Biologists,Laboratory,Courses,Course-integrated,,9.0
376,FAS_6,FAS,Applied Human Sciences,Leisure Sciences / Therapeutic Recreation,Undergraduate,Bachelor,AHSC,361,Leisure Services Leadership,Experiential learning through simulation with peers and off campus retreat,Courses,Course-integrated,,6.0
377,FAS_60,FAS,Chemistry and Biochemistry,Any program,Undergraduate,Bachelor,CHEM,217,Introductory Analytical Chemistry I,Laboratory,Courses,Course-integrated,,6.0
378,FAS_61,FAS,Chemistry and Biochemistry,Any program,Undergraduate,Bachelor,CHEM,218,Introductory Analytical Chemistry II,Laboratory,Courses,Course-integrated,,3.0
379,FAS_610,FAS,Applied Human Sciences,Leisure Sciences/ Therapeutic Recreation,Undergraduate,Bachelor,AHSC,350,Leisure Education,The development and implementation of leisure education with children in the BASE after school program,Service learning,Community-based,,3.0
380,FAS_611,FAS,Applied Human Sciences,Leisure Sciences,Undergraduate,Bachelor,AHSC,371,Community Recreation Planning,"Practical experience, field experience, project planning",Service learning,Community-based,,3.0
381,FAS_612,FAS,Applied Human Sciences,Therapeutic Recreation,Undergraduate,Bachelor,AHSC,384,Therapeutic Recreation: Cognitive Disabilities and Illness,Volunteer placements - students are actively involved in assisting with recreation and leisure programs at community organizations; Living Library component – a method of informal education involving students as ‘readers’ who engage in conversations with ‘living books’ (individuals with mental illness),Service learning,Community-based,,3.0
382,FAS_613,FAS,Applied Human Sciences,Therapeutic Recreation,Undergraduate,Bachelor,AHSC,432,Seminar in Therapeutic Recreation,Students use their knowledge of TR and the various skills and interests of the class to design a community project for the benefit of the community,Service learning,Community-based,,3.0
383,FAS_614,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,AHSC,436,Internship in Youth and Family Work,"Work with youth and families in such settings as child welfare, schools, non-profit organizations, residential care, or outreach",Internships,Community-based,,3.0
384,FAS_615,FAS,Applied Human Sciences,Leisure Sciences,Undergraduate,Bachelor,AHSC,442,Community Development and Leisure,"Development, application, and evaluation of a community development approach in the community",Internships,Community-based,,3.0
385,FAS_616,FAS,Applied Human Sciences,Leisure Sciences / Therapeutic Recreation,Undergraduate,Bachelor,AHSC,444,The Older Adult and Leisure,Students form small working groups with older adults from local community organizations to design and facilitate a conversation café,Internships,Community-based,,3.0
386,FAS_617,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,AHSC,451,Counselling Skills and Concepts,in-class simulations,,Community-based,,3.0
387,FAS_618,FAS,Applied Human Sciences,Youth Work,Graduate,Certificate,AHSC,530,Community Youth Development,Practical applications for community-based youth programs,Service learning,Community-based,,3.0
388,FAS_619,FAS,Applied Human Sciences,Youth Work,Graduate,Certificate,AHSC,533,Internship I in Youth Work,"100 hours in settings such as schools, community organizations, hospitals, or rehabilitation centres",Internships,Community-based,,3.0
389,FAS_62,FAS,Chemistry and Biochemistry,Any program,Undergraduate,Bachelor,CHEM,221,Introductory Organic Chemistry I,Laboratory,Courses,Course-integrated,,3.0
390,FAS_620,FAS,Applied Human Sciences,Youth Work,Graduate,Certificate,AHSC,537,Internship II in Youth Work,"220-hour internship, supervised apprenticeship in either a clinical or normative youth work setting that builds on the student’s previous courses",,Community-based,,3.0
391,FAS_621,FAS,Applied Human Sciences,Human Systems Intervention,Graduate,Master,AHSC,680,Facilitating Individual and Group Learning Processes,Laboratory setting,Excellence in graduate and undergraduate student presentations and research.,Community-based,,3.0
392,FAS_63,FAS,Chemistry and Biochemistry,Any program,Undergraduate,Bachelor,CHEM,222,Introductory Organic Chemistry II,Laboratory,Courses,Course-integrated,,3.0
393,FAS_64,FAS,Chemistry and Biochemistry,Any program,Undergraduate,Bachelor,CHEM,235,Physical Chemistry II: Kinetics of Chemical Reactions,Laboratory,Courses,Course-integrated,,3.0
